EpsCol,1.4451861063,-0.6190758939,3.86,K1II/III
DelTrA,4.2561501793,-1.1115242608,3.86,G5II
91TheHer,4.6960395013,0.6501442497,3.86,K1IIvar
20Tau,0.985354216,0.4252993531,3.87,B8III
Ups1Cen,3.6594297587,-0.7819691395,3.87,B2IV-V
5RhoSco,4.1751974811,-0.5098807008,3.87,B2IV/V
55EtaAql,5.2031438447,0.017552397,3.87,F6IbvSB
EpsPhe,0.0410544977,-0.7984355698,3.88,K0III
5Gam2Ari,0.4953655442,0.3367454428,3.88,A1pSi
24MuLeo,2.5864294274,0.4539092617,3.88,K0III
107MuVir,3.8530733778,-0.098740765,3.88,F2III
Kap1Lup,3.9790715169,-0.8506333719,3.88,B9V
IotGru,6.0665774339,-0.7897029738,3.88,K0IIISB
3EtaEri,0.7698068291,-0.1552925859,3.89,K1III-IV
16Omi1CMa,1.8069942661,-0.4220943177,3.89,K3Iab
22TheHya,2.4188658629,0.0404047949,3.89,B9.5V
15EtaVir,3.2284512476,-0.011636932,3.89,A2IV
GamAps,4.3347771173,-1.3770117073,3.89,K0IVSB
21EtaCyg,5.2198722679,0.6123224274,3.89,K0IIIvar
35IotHya,2.5300972023,-0.0199431307,3.9,K3IIIvar
PiCen,2.971455211,-0.9510476062,3.9,B5Vn
38GamLib,4.0820007318,-0.2581264061,3.9,K0III
38NuTau,1.060969419,0.1045331635,3.91,A1V
53Eri,1.2137943849,-0.249644688,3.91,K1III
SigCen,3.2639410763,-0.876689439,3.91,B3V
PiLup,3.9493241714,-0.8211982499,3.91,B5
22TauHer,4.2749256853,0.8083190635,3.91,B5IV
58EpsHer,4.4518554057,0.5397664457,3.92,A0V
8AlpEqu,5.5668292213,0.0915961689,3.92,G0III+...
DelPhe,0.3981518917,-0.8564867679,3.93,K0III-IV
18TauPer,0.760342687,0.9208791705,3.93,G4III...
48NuEri,1.2056691241,-0.0585112556,3.93,B2IIISB
ZetVol,2.0150695973,-1.2672161178,3.93,K0III
9Ome1Sco,4.2184922512,-0.3607444556,3.93,B1V
67Oph,4.7152044522,0.0511658558,3.93,B5Ib
44Rho1Sgr,5.0687543257,-0.311493302,3.93,F0III/IV
KapPhe,0.1143275151,-0.7623582348,3.94,A7V
ZetPhe,0.2983829489,-0.9642216725,3.94,B6V+B0V
26AlpMon,2.0125738245,-0.1666978481,3.94,K0III
3Pup,2.0237436001,-0.5053572086,3.94,A2Iab
47DelCnc,2.2893709295,0.3168621519,3.94,K0III
58NuCyg,5.4854543296,0.7185030763,3.94,A1Vn
50Cas,0.5385933591,1.2639890797,3.95,A2V
AlpFor,0.838069289,-0.5059553509,3.95,F8V
79ZetUMa,3.5078234352,0.9585503969,3.95,A1m
48Per,1.0849892562,0.8327418528,3.96,B3Ve
EtaCol,1.5670722672,-0.7472645974,3.96,K0III
7Nu2CMa,1.7308574827,-0.3360755267,3.96,K1III+...
Bet1Sgr,5.0729657511,-0.7759543636,3.96,B9V
AlpSgr,5.0784100761,-0.7088767556,3.96,B8V
32Cyg,5.303496964,0.8327699825,3.96,K3Ib-IIcomp
47LamPeg,5.9626150382,0.4112986958,3.96,G8II-III
98Aqr,6.1216188309,-0.3508172019,3.96,K0III
43Eri,1.1520747734,-0.5937084129,3.97,K4III
32NuAur,1.5336639111,0.683269862,3.97,K0III
DelVol,1.9060326839,-1.1860764101,3.97,F6II
BetPyx,2.2693742891,-0.6162461042,3.97,G5II/III
RhoCen,3.1924363776,-0.9140012761,3.97,B3V
5ChiLup,4.1493415269,-0.5869036981,3.97,B9.5III-IV
EpsPav,5.2385616314,-1.2725227765,3.97,A0V
Del1Gru,5.8872976582,-0.759140633,3.97,G6/G8III
46XiPer,1.0426814908,0.624671264,3.98,O7.5Iab:
73RhoCyg,5.6460581617,0.7957316582,3.98,G8III
59UpsCet,0.5236151224,-0.3678765192,3.99,K5/M0III
5GamMon,1.635616143,-0.1095146523,3.99,K3III
GamTuc,6.0974395159,-1.0164086799,3.99,F1III
78IotLeo,2.9841762291,0.1837778945,4,F2IVSB
14NuSco,4.2411312092,-0.3396523619,4,B2IV
